session_id,client_id,visit_time,session_duration_sec,marketing_channel,referrer,device_type,os,connection_type,bandwidth_mbps,steps_completed,conversion
4377,915,2024-03-07,188.93106477776217,referral,google,desktop,android,5G,33.657642900414515,6,False
4378,915,2024-03-04,160.29332774944032,ads,google,mobile,android,4G,37.79467173531063,2,False
4379,915,2024-11-06,194.40012340208233,ads,direct,mobile,ios,wifi,43.15654371363968,5,False
4380,915,2024-06-07,192.2310599998812,ads,facebook,desktop,android,5G,20.28142706071226,2,False
4381,916,2024-12-31,56.54662584122303,organic,google,mobile,android,5G,26.813984281767713,3,True
4382,916,2024-05-22,116.8660439468367,organic,google,tablet,ios,wifi,34.40395820508208,1,False
4383,916,2024-04-09,92.27531992174883,ads,google,mobile,ios,4G,22.75833310525467,3,False
4384,916,2025-02-03,20.0,referral,google,mobile,android,wifi,27.159311908315292,4,True
4385,916,2024-07-04,242.27189552266094,organic,direct,desktop,ios,wifi,30.78899410657608,3,True
4386,916,2024-09-18,131.19630280717718,ads,campaign,mobile,android,4G,16.774085643087393,1,True
4387,916,2024-09-12,143.63714689712745,ads,facebook,mobile,ios,5G,38.75808126764098,4,True
4388,916,2024-12-20,196.73480000946662,referral,wallet_app,desktop,ios,5G,37.5626211005099,2,True
4389,916,2024-10-14,133.4681078386119,ads,google,mobile,android,4G,23.458248256373945,4,True
4390,917,2024-05-12,159.38263116985036,referral,facebook,mobile,ios,wifi,37.658816791535344,6,True
4391,917,2024-04-20,75.01078876567621,ads,facebook,desktop,android,wifi,27.716336462448098,3,True
4392,917,2024-10-20,271.1786931698701,organic,wallet_app,mobile,ios,4G,27.55555701733827,4,True
4393,917,2024-10-28,241.79972913299616,referral,facebook,mobile,android,5G,11.751223969289445,4,True
4394,917,2024-09-02,132.4259712773188,referral,wallet_app,mobile,ios,4G,46.29540341651045,5,True
4395,918,2024-07-12,98.82429950318786,ads,direct,mobile,android,wifi,30.01456534215259,2,True
4396,918,2024-05-25,163.8250956510402,ads,facebook,mobile,android,wifi,31.429505692743966,4,False
4397,919,2024-03-09,185.6535562657155,organic,wallet_app,mobile,ios,4G,24.167526642990506,2,True
4398,919,2024-05-21,239.02785051291772,ads,campaign,mobile,ios,4G,28.95840238965396,3,True
4399,919,2024-06-01,173.73450771254906,organic,google,tablet,android,5G,19.495476275047366,3,False
4400,919,2024-08-26,202.03553359025813,organic,google,mobile,ios,4G,22.760841384172696,5,True
4401,919,2024-09-14,61.97743701863766,organic,facebook,mobile,android,4G,17.436834854673684,4,False
4402,919,2024-11-08,172.86585513093064,referral,facebook,mobile,ios,5G,31.317590875571106,4,False
4403,920,2024-07-16,137.36506127494906,organic,google,mobile,android,wifi,13.06689552233765,2,False
4404,920,2024-12-11,109.82459944956743,referral,direct,desktop,ios,4G,29.4998149796652,2,True
4405,920,2024-06-21,20.0,organic,campaign,mobile,android,4G,24.315383561394825,4,False
4406,920,2024-08-07,154.75913428186644,organic,google,mobile,android,4G,16.081347951534326,2,False
4407,921,2024-04-13,99.8696936703563,partner,google,mobile,ios,wifi,2.0,3,False
4408,921,2024-12-18,138.10839623781655,organic,facebook,mobile,android,5G,31.886059156487967,3,True
4409,921,2024-10-09,277.97264871701856,ads,campaign,tablet,macos,4G,48.66282153300773,3,True
4410,921,2024-09-21,120.57794097548128,organic,facebook,desktop,ios,wifi,33.82961544458736,5,True
4411,922,2024-05-04,131.36616432725222,partner,google,mobile,windows,5G,36.503122826168756,3,False
4412,922,2024-04-01,52.97172210866591,organic,direct,mobile,windows,wifi,36.54588159144869,3,False
4413,923,2025-01-17,149.10223781298768,ads,wallet_app,desktop,macos,wifi,24.749417562587887,2,False
4414,923,2024-05-11,185.83209411967084,organic,facebook,mobile,windows,wifi,24.936462248028214,1,False
4415,923,2024-08-19,105.76024796257212,ads,wallet_app,tablet,android,5G,46.52920608072306,2,False
4416,923,2024-05-05,111.65684067890898,organic,google,mobile,android,4G,24.6748251762566,2,False
4417,924,2024-11-27,109.69170418242732,referral,google,mobile,ios,3G,17.536262099087754,2,False
4418,924,2024-11-11,237.9910782473723,partner,direct,mobile,macos,wifi,32.876803340755856,4,False
4419,924,2024-10-13,277.71740082522376,referral,google,desktop,android,3G,46.70309430971783,5,True
4420,924,2024-09-07,61.651599152129776,ads,google,mobile,ios,4G,2.0,3,True
4421,924,2024-03-05,231.23787161129468,organic,google,desktop,android,3G,30.781273683348477,1,True
4422,924,2024-06-19,137.93040846833108,organic,wallet_app,mobile,android,5G,29.844059370741007,4,True
4423,924,2024-06-28,193.694924502038,organic,direct,mobile,android,4G,21.54412459408039,4,False
4424,925,2024-08-12,189.74774326826844,organic,direct,mobile,android,5G,10.881651489083968,4,True
4425,925,2024-09-29,45.54648229120369,partner,google,mobile,ios,4G,22.124277381134565,2,False
4426,925,2024-08-11,145.82430420289373,referral,facebook,mobile,windows,wifi,33.50582583195763,4,True
4427,925,2024-11-09,192.54854498700587,referral,google,mobile,android,3G,27.406009567716247,1,False
4428,926,2024-08-25,258.21271432503147,ads,wallet_app,mobile,android,wifi,35.46385139803161,2,False
4429,926,2024-04-30,67.17829317625271,ads,facebook,mobile,android,wifi,33.96077601587944,3,True
4430,927,2024-09-24,211.57109840197538,ads,facebook,tablet,ios,3G,34.17736728562711,3,True
4431,927,2024-07-16,233.52583983864622,referral,facebook,mobile,ios,4G,12.919089108235948,3,True
4432,927,2024-10-01,161.32370166639106,referral,facebook,mobile,android,wifi,34.74762087354319,3,False
4433,927,2025-02-03,272.6041159061118,partner,direct,mobile,android,5G,35.43524966430843,4,True
4434,927,2024-07-10,198.2602369902786,referral,direct,mobile,windows,wifi,19.221726503577493,4,True
4435,927,2024-05-16,205.35489341222885,organic,google,desktop,android,wifi,26.991692382511964,4,True
4436,927,2024-05-27,173.43106168591999,organic,direct,mobile,android,4G,31.427780599213275,5,True
4437,927,2024-11-23,156.63369758219335,organic,google,desktop,android,wifi,28.887146112834817,1,False
4438,927,2024-11-22,161.20207257318185,ads,direct,mobile,android,5G,34.70748350695672,3,True
4439,927,2024-06-11,290.673041087015,referral,wallet_app,tablet,android,wifi,22.286941515635178,3,False
4440,927,2024-07-17,149.7019725589868,partner,google,mobile,ios,4G,42.249312245279235,4,True
4441,927,2025-01-27,247.709211162129,organic,wallet_app,mobile,android,wifi,24.65885317793731,4,True
4442,928,2024-10-25,130.61235824425572,ads,google,mobile,android,4G,35.08986213691032,1,False
4443,928,2024-05-26,79.40487350921765,ads,campaign,mobile,android,4G,27.886862210019387,5,True
4444,928,2024-10-06,131.52817966488107,organic,google,desktop,android,wifi,31.530233407892705,3,True
4445,929,2024-06-14,298.62618991146417,referral,google,mobile,ios,4G,26.422656405362954,3,False
4446,929,2024-05-27,189.9536190220336,organic,direct,desktop,ios,3G,40.33014139930832,1,True
4447,929,2024-03-08,62.06541352032295,organic,google,desktop,android,4G,6.157278677440171,1,True
4448,929,2024-06-02,208.89614233216662,ads,google,mobile,android,4G,26.254887878265,4,False
4449,929,2024-03-23,168.6754130803556,organic,google,mobile,android,4G,39.00348388098646,3,True
4450,929,2024-07-23,138.01041881487606,organic,facebook,desktop,ios,4G,21.25425391081969,3,True
4451,929,2024-10-26,103.61759063639012,ads,campaign,mobile,ios,4G,9.561470566579889,6,False
4452,929,2024-03-15,124.3959413833554,partner,google,mobile,android,5G,10.372279268781242,2,True
4453,929,2024-05-11,101.52896924070754,ads,facebook,mobile,macos,4G,27.884494303487397,3,True
4454,930,2024-07-08,101.94573172024184,organic,campaign,mobile,android,3G,34.00309371633265,3,False
4455,930,2024-09-17,168.75629208978626,ads,google,desktop,android,4G,21.884488214989513,3,True
4456,930,2024-11-13,149.8286223570415,organic,google,mobile,android,wifi,51.292959379626666,2,True
4457,930,2024-07-18,138.83489769305388,referral,google,mobile,android,5G,32.428659427301874,2,False
4458,930,2024-06-01,96.73004753383098,organic,direct,mobile,android,4G,12.215674310038757,4,False
4459,931,2024-10-07,172.22940334062966,referral,campaign,desktop,android,wifi,27.950326757504197,3,True
4460,931,2024-05-26,132.0086800162521,referral,facebook,mobile,ios,wifi,45.59448578034399,3,True
4461,931,2024-04-20,40.92835903817256,ads,wallet_app,desktop,android,wifi,45.27551127368616,2,False
4462,931,2024-09-16,131.3725559269028,organic,direct,mobile,ios,wifi,20.49185339374423,3,False
4463,931,2024-09-08,142.66498957395044,partner,campaign,mobile,ios,4G,30.424851413950815,3,True
4464,932,2024-05-12,95.29024123385724,organic,facebook,mobile,ios,wifi,41.244003858180186,2,True
4465,932,2024-08-13,47.47098501347037,ads,direct,mobile,ios,wifi,36.504994360844016,2,True
4466,932,2025-01-25,133.51478165711177,organic,google,mobile,android,5G,31.477874147430537,2,True
4467,933,2024-03-15,49.66342425466436,ads,facebook,desktop,android,wifi,27.91097226726481,4,False
4468,933,2025-01-24,268.5267892062578,organic,facebook,mobile,android,4G,33.54631950854018,1,False
4469,933,2024-11-30,112.00790543119058,organic,google,mobile,android,wifi,13.031831242602191,3,True
4470,933,2025-02-24,197.27602164515162,organic,wallet_app,mobile,windows,wifi,31.097489568592295,2,True
4471,933,2024-12-27,185.580279507073,ads,google,desktop,ios,wifi,31.529716383045443,5,True
4472,933,2024-04-14,127.17649550473631,ads,campaign,tablet,android,wifi,54.24129509974594,3,True
4473,933,2024-10-27,314.12108151433864,partner,facebook,desktop,android,wifi,32.27953772955873,1,False
4474,934,2024-04-14,162.0126900530464,organic,campaign,desktop,android,4G,31.204067610682362,2,True
4475,934,2024-03-12,108.65362225184795,organic,google,mobile,macos,4G,29.448037456438332,2,True
4476,935,2024-12-20,147.82730160284186,organic,wallet_app,desktop,android,5G,17.186305634948454,3,True
4477,935,2024-05-06,124.65290512725393,referral,facebook,mobile,android,wifi,36.008777322115556,4,True
4478,935,2024-12-22,204.97714204392372,organic,google,mobile,ios,5G,18.836941240943766,2,False
4479,936,2024-10-28,231.92407396410215,ads,google,desktop,android,4G,26.952780755726618,4,True
4480,936,2024-04-26,107.97340729878806,organic,google,mobile,android,wifi,8.34792428773498,3,False
4481,936,2025-01-30,132.5571043690772,partner,wallet_app,mobile,windows,3G,22.993217593464927,5,False
4482,936,2025-02-04,205.74692291680577,organic,wallet_app,mobile,android,wifi,28.85255333963408,3,True
4483,937,2024-07-28,37.85232881113792,referral,wallet_app,mobile,ios,4G,38.293161901199795,2,False
4484,937,2024-08-15,123.4647748261028,referral,facebook,desktop,ios,wifi,39.67546282919006,3,False
4485,937,2024-07-28,109.39385298452777,ads,facebook,desktop,ios,wifi,37.1676279411213,1,False
4486,937,2024-04-20,47.77488908598309,ads,google,mobile,android,wifi,30.251985585839662,2,True
4487,937,2024-09-01,34.953893299409614,organic,google,desktop,macos,4G,21.18206171498862,3,True
4488,938,2024-12-05,45.34082646270555,organic,google,mobile,ios,5G,37.91699112838525,2,True
4489,938,2024-03-27,164.613809411026,ads,facebook,mobile,android,wifi,27.486970219197737,2,True
4490,938,2024-07-01,135.90285486134033,ads,wallet_app,mobile,android,wifi,19.808573626861303,3,False
4491,939,2024-06-09,276.9384547495041,organic,wallet_app,desktop,macos,4G,6.0969311684050425,1,True
4492,939,2024-05-12,62.77881084843461,organic,direct,desktop,android,wifi,24.242771976468916,3,True
4493,939,2024-07-29,76.03861381080381,organic,direct,desktop,windows,4G,48.92608139570581,3,False
4494,939,2024-04-27,71.03618141505284,organic,google,mobile,android,wifi,29.494227525190123,1,False
4495,940,2024-11-05,184.04988252238138,ads,direct,mobile,ios,4G,36.34427758369572,2,True
4496,940,2024-03-13,124.82140065289097,organic,wallet_app,mobile,android,4G,19.458137751129414,3,True
4497,940,2025-02-25,236.1547501559402,organic,wallet_app,mobile,ios,5G,15.584684397471042,4,False
4498,940,2024-05-08,238.06786949262357,partner,direct,mobile,android,wifi,30.139841306884602,2,False
4499,940,2024-05-06,266.9483603763135,referral,wallet_app,desktop,android,wifi,32.97606692075932,2,False
4500,940,2024-03-11,77.25941503480041,ads,campaign,mobile,android,wifi,28.737209097191812,1,True
4501,940,2024-03-24,136.4496917603188,organic,facebook,mobile,macos,4G,18.97187398973734,2,True
4502,940,2025-02-14,99.14877068798148,organic,facebook,mobile,ios,wifi,25.691270361956303,3,True
4503,940,2024-08-06,116.23423296433768,partner,google,mobile,android,wifi,29.55015283223494,3,True
4504,940,2025-02-15,97.78638138689729,partner,facebook,mobile,android,wifi,44.50890936486194,3,False
4505,940,2024-08-05,171.30682237277153,organic,wallet_app,desktop,android,5G,43.12805262663254,3,False
4506,941,2024-05-01,179.1325592564321,organic,facebook,mobile,android,5G,52.9466548487073,2,True
4507,941,2024-06-23,213.08353624473062,ads,facebook,mobile,ios,4G,50.52272317387112,3,True
4508,941,2024-08-08,125.93094233855922,ads,google,mobile,android,4G,33.32860898971633,1,True
4509,941,2024-04-16,147.07222127168635,partner,google,mobile,android,wifi,4.195402092777623,3,True
4510,942,2024-10-02,49.2849255774115,partner,facebook,mobile,ios,wifi,48.05211201919506,1,False
4511,942,2024-07-19,281.28150457190907,organic,facebook,mobile,android,4G,29.920870587057422,4,True
4512,942,2024-11-09,112.42159204146918,ads,campaign,mobile,android,wifi,38.017184137275834,1,False
4513,942,2024-03-05,121.3135120058997,referral,wallet_app,desktop,android,4G,19.625260962796744,4,False
4514,942,2024-09-18,251.31573263510117,organic,facebook,mobile,android,5G,45.76621028939114,2,True
4515,942,2025-02-23,154.1674186867247,organic,direct,mobile,android,3G,33.57302929899178,2,True
4516,942,2025-01-24,221.72200144801417,ads,direct,mobile,android,wifi,29.307187180875264,1,False
4517,942,2024-05-03,169.48208364726753,ads,direct,mobile,android,4G,21.175886100760433,1,True
4518,943,2024-07-23,20.0,organic,facebook,mobile,android,4G,44.71361681645774,3,True
4519,944,2024-12-17,20.0,ads,facebook,tablet,android,4G,7.2898366676441775,2,False
4520,944,2024-08-30,158.51592888079114,partner,facebook,mobile,ios,4G,18.869468400300203,3,False
4521,944,2024-04-08,70.73967955370088,organic,direct,mobile,macos,wifi,28.715052689856776,3,True
4522,944,2024-12-21,73.5707044176303,organic,direct,mobile,ios,4G,36.61613605835916,3,False
4523,944,2024-03-17,60.34596820688334,ads,facebook,mobile,ios,4G,11.53001594967629,1,False
4524,945,2024-06-02,156.0764869911777,referral,facebook,mobile,android,wifi,33.1227320810398,2,True
4525,945,2024-07-31,32.72722220770734,referral,campaign,mobile,android,4G,38.926526228840395,2,False
4526,946,2024-04-20,105.45549655171493,organic,google,tablet,ios,wifi,47.830475825682385,4,False
4527,946,2024-04-08,170.39197331338,ads,facebook,mobile,ios,4G,49.53960833558672,3,True
4528,946,2024-07-04,186.23602240132345,ads,campaign,desktop,android,4G,21.1737008442137,3,True
4529,946,2024-05-17,162.06450398188863,ads,direct,mobile,android,3G,26.28050718963502,4,True
4530,947,2024-05-16,89.51389002471001,referral,google,mobile,android,wifi,33.54323298198621,2,False
4531,947,2024-10-02,57.46375551029212,organic,facebook,desktop,android,wifi,14.05508542867409,4,True
4532,947,2024-03-19,96.39503815772827,ads,direct,mobile,ios,wifi,35.98623864708327,2,False
4533,947,2024-05-08,203.84396154487757,ads,campaign,mobile,ios,3G,45.45299542933347,5,True
4534,948,2024-05-18,180.8217335600949,organic,google,mobile,ios,4G,29.74575495049222,2,True
4535,948,2024-06-19,194.67803153498426,ads,google,tablet,windows,4G,41.67793301234986,5,False
4536,948,2024-08-10,153.47947793615143,referral,facebook,desktop,ios,4G,35.031335041254124,4,True
4537,948,2024-06-24,95.41799290652025,referral,direct,mobile,android,wifi,28.924708962320953,4,True
4538,948,2025-02-10,128.93538681282408,referral,google,desktop,android,5G,22.361913515893956,4,True
4539,949,2024-05-06,90.87199190471355,organic,google,mobile,android,wifi,44.47450138488814,2,True
4540,949,2024-08-21,233.61779150002633,organic,wallet_app,mobile,android,5G,39.766098233142955,2,False
4541,949,2024-04-03,116.57448087165888,ads,google,desktop,android,4G,25.16800726354265,2,False
4542,949,2024-06-21,130.84206316044188,ads,facebook,mobile,android,3G,21.4977061485764,3,True
4543,950,2024-11-30,147.0914812681542,partner,direct,mobile,android,wifi,44.585774196273185,6,True
4544,951,2024-03-30,106.13875742586612,organic,google,mobile,android,4G,23.45883718515273,1,False
4545,951,2024-09-24,73.14601293608283,ads,google,mobile,ios,5G,9.794484033735031,2,False
4546,951,2025-02-11,55.669251742474245,organic,direct,mobile,windows,wifi,35.7005987128358,1,True
4547,951,2024-05-20,157.69143751244079,referral,google,desktop,android,5G,26.55293181505348,1,True
4548,951,2024-10-10,92.8936510175685,ads,facebook,tablet,ios,4G,13.091483429577554,4,True
4549,952,2024-06-20,71.52727931597764,organic,facebook,mobile,android,4G,21.198133767037746,1,False
4550,952,2024-10-05,81.93385590713271,organic,campaign,mobile,android,wifi,22.874945965564695,3,False
4551,952,2024-06-12,136.96981234662647,ads,campaign,mobile,ios,4G,18.318133821057927,4,False
4552,952,2024-06-22,86.18172862355021,referral,google,mobile,android,4G,41.397472777120015,1,True
4553,952,2024-05-29,158.81406925098236,referral,facebook,mobile,ios,4G,29.62716519514438,3,True
4554,953,2024-04-17,135.18016800565573,partner,direct,tablet,ios,4G,32.7445831057402,5,False
4555,953,2025-01-18,100.99750709206765,organic,direct,mobile,ios,4G,15.572492832356698,2,False
4556,953,2024-08-28,58.92439285003726,ads,facebook,mobile,ios,4G,22.951569083689147,4,False
4557,953,2024-07-15,172.1389203755097,organic,facebook,desktop,macos,4G,28.847187270458814,2,False
4558,954,2024-10-13,73.67500927198094,organic,direct,mobile,android,4G,31.448704464871184,5,True
4559,954,2024-04-28,20.0,partner,facebook,desktop,android,4G,34.09988293303304,2,True
4560,954,2024-05-26,119.01485484609903,ads,direct,mobile,android,4G,10.94168644284661,1,False
4561,955,2024-05-17,22.583566186231735,ads,facebook,mobile,ios,5G,21.41180593832533,2,False
4562,955,2024-04-15,107.6712903432927,organic,facebook,mobile,macos,4G,36.48752779507656,1,False
4563,955,2024-09-20,46.41606200821295,organic,google,mobile,android,wifi,37.687841965174435,3,True
4564,955,2024-03-26,113.48218021021093,organic,wallet_app,desktop,android,4G,36.5894449810636,4,False
4565,955,2024-12-17,69.61425564082481,referral,google,desktop,ios,5G,14.711020595368119,3,True
4566,956,2024-05-24,75.62415523422942,ads,direct,mobile,android,5G,2.0,3,True
4567,956,2024-10-24,187.73241393724933,referral,campaign,mobile,ios,4G,44.322941771246775,4,True
4568,956,2024-06-24,258.1148765432583,referral,google,desktop,macos,4G,22.917490245801737,3,False
4569,956,2025-02-20,167.34425344252966,organic,facebook,desktop,android,4G,31.835426487614612,2,True
4570,956,2024-05-06,223.45152751029764,organic,facebook,desktop,android,wifi,18.67879216190783,4,False
4571,957,2024-06-11,104.88021760561634,organic,campaign,tablet,ios,4G,30.28393909041428,3,True
4572,957,2024-07-28,103.99423372808003,ads,direct,mobile,ios,wifi,45.59555411178316,6,False
4573,957,2024-08-24,76.59709378745626,partner,direct,mobile,android,3G,22.27037874439604,4,True
4574,957,2024-06-27,263.8161671634822,organic,google,mobile,android,5G,24.308140723056297,4,True
4575,958,2025-01-12,139.51180096697894,referral,direct,mobile,android,wifi,24.98950334813652,3,True
4576,958,2024-12-18,94.17915222174142,partner,direct,mobile,windows,5G,48.27357278093014,4,True
4577,958,2024-09-16,271.2506115172233,partner,direct,mobile,ios,4G,36.81535158803184,5,False
4578,958,2024-11-03,162.17685946553843,partner,google,mobile,android,wifi,19.480347979339523,4,True
4579,958,2024-10-10,23.33271251966127,organic,wallet_app,mobile,android,4G,28.960901877422135,4,False
4580,958,2024-06-12,285.6386945584861,referral,campaign,mobile,android,5G,34.33011105955822,2,True
4581,959,2024-04-16,40.355190930751604,referral,wallet_app,mobile,android,wifi,11.7808019431324,4,True
4582,959,2024-11-16,155.98440937587176,ads,direct,desktop,ios,4G,35.4094445563821,2,True
4583,959,2024-04-01,310.5301586670902,ads,facebook,mobile,android,wifi,24.562487342787804,4,False
4584,959,2024-12-31,147.97439847316787,organic,direct,mobile,android,4G,19.177374911447217,3,True
4585,959,2024-03-31,138.8739250407075,partner,direct,mobile,ios,wifi,15.481417356865759,1,False
4586,959,2024-09-09,73.7779083134948,ads,google,mobile,ios,4G,50.822116032517684,3,False
4587,959,2024-06-13,204.82036632897245,organic,wallet_app,mobile,ios,4G,21.645758956217165,3,True
4588,959,2024-05-27,164.3504408687705,organic,facebook,mobile,ios,wifi,44.582659720343614,4,False
4589,959,2024-07-27,175.04236711705477,organic,campaign,mobile,android,wifi,21.883873380642214,3,False
4590,960,2024-05-22,43.132293814127735,organic,direct,desktop,android,wifi,45.7042304635337,4,True
4591,960,2024-07-06,193.2542123584222,partner,direct,desktop,android,wifi,22.185435878201467,3,True
4592,961,2024-07-01,202.84432017490337,ads,campaign,mobile,ios,4G,6.321267188419927,2,True
4593,961,2025-02-25,66.93221518838592,partner,campaign,mobile,android,5G,29.861304125326654,3,False
4594,961,2024-10-03,135.2509121126185,referral,direct,mobile,macos,4G,47.09451132174095,2,True
4595,961,2024-04-10,52.35127262842778,organic,google,mobile,android,4G,38.163729837670886,2,False
4596,961,2024-10-19,182.5677389629217,referral,direct,desktop,android,wifi,40.45827595377875,2,False
4597,961,2024-11-25,205.80278779271464,partner,google,mobile,android,4G,38.490146102770474,2,True
4598,961,2024-09-25,143.46961653554547,ads,direct,tablet,android,5G,19.59000123614584,5,True
4599,961,2025-02-03,236.86399374080648,ads,google,mobile,ios,wifi,14.070968399913099,3,False
4600,961,2024-05-18,148.4046773125807,organic,campaign,mobile,android,3G,24.116775734550927,4,False
4601,962,2024-03-24,75.65904245597869,referral,facebook,tablet,ios,4G,16.61249366735366,3,False
4602,962,2024-05-17,149.94796320128137,ads,direct,mobile,android,4G,28.522463462486414,5,True
4603,963,2024-10-28,147.26501996555763,organic,facebook,tablet,windows,4G,20.67605752458619,2,True
4604,963,2024-09-21,153.89218248004318,organic,wallet_app,mobile,android,wifi,34.22127089308538,4,False
4605,963,2024-09-11,229.22345351657447,organic,facebook,mobile,ios,5G,33.28194191437785,4,True
4606,963,2025-02-01,190.85299415961833,organic,facebook,mobile,android,4G,19.938576165537423,4,False
4607,963,2024-11-14,145.30722582853468,ads,google,mobile,ios,4G,39.02393186404553,2,True
4608,963,2024-12-12,20.0,referral,facebook,mobile,ios,4G,27.648868597646718,3,True
4609,964,2024-08-18,171.02729791276587,ads,campaign,mobile,ios,4G,25.769397530102765,2,False
4610,964,2024-06-01,129.86579767928131,organic,facebook,mobile,android,4G,25.741520147480614,3,False
4611,964,2025-01-30,74.35600056987056,organic,wallet_app,mobile,android,5G,20.45406010671323,1,False
4612,965,2025-01-13,193.48441705292083,ads,facebook,mobile,ios,5G,26.422583530850382,3,False
4613,965,2024-11-28,79.49800008027492,organic,google,mobile,android,4G,25.64767807159027,2,True
4614,965,2024-12-07,188.59899140878878,referral,campaign,mobile,android,5G,17.62175990447902,2,False
4615,965,2025-01-17,142.2317952615838,organic,facebook,desktop,android,wifi,35.256830199729045,3,True
4616,966,2025-02-18,64.60729384596523,organic,google,mobile,android,4G,25.368010770134376,2,False
4617,966,2024-06-20,164.01307174194142,referral,facebook,mobile,android,4G,35.877287251076595,2,False
4618,967,2024-10-04,55.923679389702485,organic,direct,mobile,ios,5G,27.343753127509277,3,False
4619,967,2024-12-30,20.0,partner,facebook,desktop,android,4G,30.27024108243777,3,False
4620,967,2024-04-25,146.97494668297446,ads,google,mobile,windows,4G,35.428652710150395,2,True
4621,967,2025-01-12,151.38307138620434,partner,facebook,mobile,macos,4G,22.447487025346852,2,True
4622,967,2024-03-24,57.51536486415584,organic,facebook,desktop,android,wifi,21.04403053072609,1,False
4623,967,2024-03-24,57.75864124293798,ads,campaign,mobile,windows,5G,19.623331368865685,2,True
4624,968,2025-01-12,160.78127715506037,ads,direct,mobile,android,4G,46.496523545604425,1,True
4625,968,2024-08-05,151.0127830330632,ads,facebook,mobile,android,wifi,37.49110798577359,2,False
4626,968,2024-05-27,45.91520335223106,organic,campaign,desktop,windows,wifi,11.381962532473338,2,True
4627,968,2024-05-11,172.9105856841707,partner,direct,mobile,android,4G,8.49618175686339,3,True
4628,968,2024-05-19,85.42632924255307,organic,facebook,desktop,ios,4G,39.80458316941092,2,True
4629,968,2024-06-28,96.10316769281678,organic,facebook,mobile,android,4G,35.037657495840115,2,False
4630,968,2024-05-20,167.37364354945265,organic,direct,mobile,android,wifi,32.538724245934546,2,True
4631,968,2024-11-27,104.1523183440354,referral,google,mobile,macos,5G,41.43350910795652,6,False
4632,969,2024-09-01,65.21874954663738,organic,facebook,desktop,android,wifi,18.601283679156854,2,False
4633,969,2025-01-13,163.53888394058748,ads,direct,mobile,android,wifi,37.16035410046577,2,False
4634,969,2024-06-19,122.57929371503047,partner,google,mobile,android,4G,29.218202432572806,2,False
4635,969,2024-08-09,163.42668866369056,organic,facebook,mobile,android,wifi,14.792644097792142,2,True
4636,969,2024-12-27,78.07783987710403,organic,wallet_app,mobile,android,4G,53.19129333489896,1,True
4637,970,2024-07-07,185.47922289793848,organic,campaign,mobile,android,4G,40.84099398143846,3,True
4638,970,2024-07-01,116.56621463302577,ads,facebook,mobile,ios,4G,13.719099933710268,3,True
4639,970,2024-10-07,190.3272184917997,organic,campaign,mobile,android,4G,19.007282366747443,2,True
4640,970,2024-06-14,54.81270204622169,organic,google,mobile,ios,wifi,19.852139763508095,6,False
4641,970,2024-11-17,208.6859837998265,organic,direct,desktop,android,4G,56.12894775352765,4,True
4642,970,2024-12-25,194.6907370438305,ads,direct,desktop,windows,4G,52.753537732504235,3,True
4643,970,2025-01-23,137.40518373635166,partner,facebook,mobile,macos,4G,14.391571509080876,3,True
4644,971,2024-07-30,197.9146312365586,ads,facebook,desktop,android,wifi,58.26491341525252,3,True
4645,971,2025-01-25,111.57879293287722,organic,facebook,mobile,android,4G,52.45325399745404,1,True
4646,971,2024-10-22,158.53010132895878,organic,campaign,mobile,ios,4G,25.652924691506257,2,False
4647,971,2024-06-06,28.750879830399228,partner,campaign,mobile,ios,5G,40.774303293550425,4,False
4648,971,2024-03-23,200.27228019471855,organic,google,mobile,android,wifi,26.986772994189156,4,True
4649,972,2024-11-23,109.59325004881515,ads,wallet_app,mobile,android,4G,14.103124040985527,4,False
4650,972,2025-02-19,23.746690935191936,ads,direct,desktop,android,wifi,32.65386319562389,3,True
4651,972,2024-04-22,20.0,organic,google,mobile,ios,wifi,47.5058632415994,2,False
4652,972,2024-06-10,131.22259816755263,referral,google,mobile,android,wifi,15.644752257685704,3,True
4653,973,2025-01-19,126.78639939678594,ads,google,mobile,android,wifi,24.132817644574846,3,True
4654,973,2025-01-10,143.8572034952568,organic,facebook,mobile,android,3G,9.969817941933933,2,False
4655,973,2024-05-27,50.955932170706845,organic,campaign,mobile,android,wifi,7.900377497258717,3,True
4656,973,2024-10-25,200.55134757949503,organic,facebook,mobile,android,5G,32.58784918694614,2,False
4657,973,2024-12-22,105.65445451866597,ads,google,mobile,ios,wifi,32.438888056086476,2,True
4658,973,2024-08-11,170.13147514974418,organic,direct,mobile,android,wifi,47.47170356145477,3,False
4659,974,2024-03-26,150.51528922591476,organic,direct,desktop,android,3G,40.71891872838935,2,False
4660,974,2024-05-08,165.69450117944774,organic,facebook,desktop,android,wifi,42.14936156557447,1,True
4661,974,2024-07-15,130.044989181135,ads,campaign,mobile,ios,wifi,26.109276398268943,3,False
4662,974,2024-12-17,79.87374506625797,ads,google,desktop,android,5G,31.89009319484599,2,True
4663,975,2024-12-27,127.57299421153601,organic,google,mobile,ios,4G,32.70469107041672,2,True
4664,975,2024-06-15,137.842103810646,organic,direct,mobile,ios,wifi,43.659806977685065,4,True
4665,975,2024-07-31,140.50484266304352,organic,facebook,mobile,android,5G,37.78166449152269,3,True
4666,975,2024-05-25,35.49192122939806,organic,direct,mobile,android,4G,40.6278342982676,4,True
